x1,x2,label
-0.1418114751577377,-0.2763414680957794,0
2.9123215675354004,2.8449130058288574,1
2.4147655963897705,1.7902369499206543,1
3.3138394355773926,2.735147476196289,1
0.9578314423561096,-0.8225309252738953,0
3.555373430252075,2.4985663890838623,1
3.5822432041168213,3.951111078262329,1
1.3748786449432373,4.437597751617432,1
3.725466966629028,2.086667537689209,1
2.2763450145721436,3.171565532684326,1
0.1414770483970642,0.0711036249995231,0
2.406010627746582,2.0092129707336426,1
0.5057917237281799,0.2224536836147308,0
2.9667162895202637,2.8064072132110596,1
3.107682228088379,2.045436382293701,1
0.9187757968902588,0.6662830114364624,0
0.4310458302497864,0.3683530390262604,0
1.660869598388672,0.8818752765655518,1
2.05448842048645,2.2075672149658203,1
2.6457104682922363,3.889304399490357,1
0.7287134528160095,0.9808937907218932,0
-1.1905603408813477,0.7756073474884033,0
-0.1721908152103424,0.5237884521484375,0
2.5408451557159424,1.5080934762954712,1
3.737369537353515,2.8660531044006348,1
1.681652545928955,1.710581660270691,1
0.6547404527664185,0.5760046243667603,0
0.6663737893104553,-0.0742657482624054,0
-1.873652935028076,2.3259060382843018,0
-1.9266544580459597,0.1278512328863144,0
4.462501525878906,1.1715853214263916,1
-1.3284008502960205,0.7060741782188416,0
4.6713995933532715,1.5189661979675293,1
-1.507175087928772,-1.610666036605835,0
1.83917772769928,1.9773489236831665,1
3.5287766456604004,2.011918306350708,1
0.4150581359863281,-0.7174144983291626,0
2.7057442665100098,1.603763222694397,1
2.9601032733917236,1.7891881465911863,1
0.8229668736457825,-0.886031985282898,0
3.798252582550049,2.492145299911499,1
4.259560585021973,3.3462677001953125,1
-0.572657585144043,0.0835680440068245,0
-0.4875054359436035,0.0500958375632762,0
1.0371131896972656,2.3497278690338135,1
3.068208694458008,4.249178409576416,1
2.8930535316467285,3.653156757354736,1
-0.156933456659317,1.138344645500183,0
1.9897112846374512,3.526237964630127,1
-1.2894344329833984,1.0762810707092283,0
2.8692684173583984,1.5937741994857788,1
-0.6103342771530151,0.163234457373619,0
1.900311827659607,1.6950805187225342,0
1.931160569190979,1.0118638277053833,0
-0.5388751029968262,0.4625823497772217,0
1.294582724571228,0.2226731181144714,0
-0.7668923139572144,-0.9494866728782654,0
